Price	sqft	beds	bath	age	stories	vacant	sqrt_Price	tr2_Price	sqrt_sqft	p_	lclm_	uclm_	lcl_	ucl_	cookd_	R_
163	2727	5	3	8	2	0	12.76714534	5.462555571	52.22068556	199.8357604	194.0215698	205.6499511	141.1491666	258.5223543	0.007761922	-36.83576044
88	1069	3	2	5	1	0	9.38083152	4.447960181	32.69556545	70.79231514	67.21029379	74.37433649	12.28468864	129.2999416	0.000635	17.20768486
165	2846	4	3	56	2	0	12.84523258	5.484806552	53.34791467	209.0976241	202.7710899	215.4241583	150.358059	267.8371893	0.013219504	-44.09762413
150	1790	4	3	36	2	0	12.24744871	5.313292846	42.3083916	126.9083128	124.283675	129.5329505	68.45148934	185.3651362	0.000611794	23.09168724
159.95	2200	4	2	28	1	0	12.64713406	5.428269671	46.9041576	158.8189356	155.0975468	162.5403243	100.3026112	217.3352599	2.96E-06	1.13106445
110	1122	2	1	60	1	0	10.48808848	4.791419857	33.49626845	74.91734687	71.51078043	78.3239133	16.42020013	133.4144936	0.002385492	35.08265314
157	2700	4	3	68	2	0	12.52996409	5.394690712	51.96152423	197.7343292	192.0350841	203.4335743	139.0590118	256.4096466	0.009113116	-40.73432919
160.5	2581	3	2	85	2	0	12.66885946	5.434484389	50.80354318	188.4724655	183.2728572	193.6720738	129.8435698	247.1013612	0.003565453	-27.9724655
220	2048	3	2	17	1	0	14.83239697	6.036810737	45.254834	146.9886559	143.7646733	150.2126384	88.50185784	205.4754539	0.009247322	73.01134412
88	1458	3	2	17	1	0	9.38083152	4.447960181	38.18376618	101.0684914	98.47130326	103.6656795	42.61289399	159.5240888	0.000191856	-13.06849139
125	1712	3	2	10	1	0	11.18033989	5	41.37632173	120.8375114	118.3050595	123.3699632	62.38475442	179.2902683	1.85021E-05	4.16248864
85.5	1059	3	2	14	1	0	9.246621005	4.405434058	32.54228019	70.01400727	66.3978935	73.63012104	11.50428363	128.5237309	0.000524201	15.48599273
99.95	1197	3	1	48	1	0	9.997499687	4.640815107	34.59768778	80.75465591	77.57919113	83.93012069	22.27051226	139.2387996	0.000619979	19.19534409
91	1600	2	2	29	1	0	9.539392014	4.497941445	40	112.1204632	109.6294519	114.6114745	53.66948698	170.5714394	0.000460828	-21.12046318
94.5	1254	3	1	42	1	0	9.721111048	4.554883458	35.41186242	85.19101079	82.17517186	88.20684971	26.71531698	143.6667046	0.000131444	9.308989215
94	1224	3	1	40	1	0	9.695359715	4.546835944	34.98571137	82.85608717	79.75812362	85.95405071	24.37610034	141.336074	0.000198827	11.14391283
125	1806	3	2	8	1	0	11.18033989	5	42.49705872	128.1536054	125.5041191	130.8030916	69.695661	186.6115497	1.16286E-05	-3.15360536
225	1614	3	2	14	1	0	15	6.082201996	40.17461885	113.2100942	110.7200001	115.7001883	54.75915708	171.6610313	0.01290078	111.7899058
116.5	1800	4	2	17	1	0	10.79351657	4.8839961	42.42640687	127.6866206	125.0466785	130.3265627	69.22910807	186.1441332	0.000145265	-11.18662064
173	1756	3	2	12	1	0	13.15294644	5.572054656	41.90465368	124.262066	121.6836677	126.8404643	65.80730042	182.7168316	0.00262983	48.737934
86	1500	3	2	69	1	0	9.273618496	4.414004962	38.72983346	104.3373845	101.789454	106.8853149	45.88395486	162.7908141	0.000363499	-18.33738445
95	1840	4	2	15	1	0	9.746794345	4.562902635	42.89522118	130.7998521	128.0913155	133.5083888	72.33920167	189.2605026	0.001566394	-35.79985213
69	921	2	1	44	1	0	8.306623863	4.10156593	30.34798181	59.27335862	55.1601841	63.38653315	0.730812672	117.8159046	0.000268163	9.726641378
113	2858	4	2	69	2	0	10.63014581	4.834588127	53.46026562	210.0315936	203.6529312	216.410256	151.2863911	268.7767961	0.065089258	-97.03159357
78	1284	3	2	22	1	0	8.831760866	4.272658682	35.83294573	87.5259344	84.58768252	90.46418629	29.05419075	145.9976781	0.000130615	-9.525934403
205	2666	3	3	15	1	0	14.31782106	5.89636854	51.63332257	195.0880824	189.5328047	200.6433601	136.4265738	253.749591	0.000512179	9.91191758
105	1530	2	2	52	1	0	10.24695077	4.71769398	39.11521443	106.6723081	104.1505857	109.1940304	48.220015	165.1246011	2.96E-06	-1.67230807
115	1514	4	2	12	1	0	10.7238053	4.862944131	38.91015292	105.4270155	102.8922668	107.9617642	46.97415898	163.879872	9.80395E-05	9.57298452
164	2450	4	3	6	2	0	12.80624848	5.473703675	49.49747468	178.2766324	173.6106339	182.9426309	119.6926497	236.860615	0.000745594	-14.27663237
148.5	2263	4	3	17	1	0	12.18605761	5.295522503	47.57099957	163.7222752	159.7747939	167.6697564	105.1911374	222.2534129	0.000604471	-15.22227515
100	1158	3	1	47	1	0	10	4.641588834	34.02939905	77.71925521	74.42634555	81.01216486	19.22861719	136.2098932	0.000898636	22.28074479
96.5	980	2	1	50	1	0	9.823441352	4.586792613	31.30495169	63.86537507	59.970286	67.76046414	5.337747403	122.3930027	0.002704353	32.63462493
175	1989	3	3	32	1	0	13.22875656	5.59344471	44.59820624	142.3966394	139.3420244	145.4512545	83.91893296	200.8743459	0.001654307	32.60336057
159	2440	4	3	5	2	0	12.60952021	5.417501515	49.39635614	177.4983245	172.8721902	182.1244588	118.9175034	236.0791456	0.001230178	-18.49832449
79	1321	3	2	11	1	0	8.888194417	4.290840427	36.34556369	90.40567353	87.55631469	93.25503238	31.93832942	148.8730176	0.000176037	-11.40567353
169.5	2315	3	2	42	1	0	13.01921657	5.534221886	48.1144469	167.7694761	163.6285734	171.9103787	109.2249754	226.3139767	8.60E-06	1.73052392
216	2221	3	3	13	1	0	14.69693846	6	47.12748667	160.4533821	156.6577232	164.249041	101.9322875	218.9744766	0.007436445	55.54661792
147	2356	4	3	4	2	0	12.12435565	5.277632088	48.5386444	170.9605384	166.6633751	175.2577017	112.4047778	229.5162989	0.001777753	-23.96053836
122	1750	3	2	14	1	0	11.04536102	4.959675664	41.83300133	123.7950813	121.2238885	126.3662741	65.34063308	182.2495295	3.55E-06	-1.79508127
65	1392	2	1	80	1	0	8.062257748	4.020725759	37.30951621	95.93165943	93.22933226	98.6339866	37.47129633	154.3920225	0.001163973	-30.93165943
69	1092	2	1	95	1	0	8.306623863	4.10156593	33.04542328	72.58242325	69.07765853	76.08718796	14.07947582	131.0853707	2.63393E-05	-3.582423246
104	1342	3	2	36	1	0	10.19803903	4.702669375	36.63331817	92.04012007	89.2376209	94.84261924	33.57504089	150.5051992	0.000187217	11.95987994
145	2641	5	3	5	2	0	12.04159458	5.253587873	51.39066063	193.1423127	187.6923025	198.592323	134.4906794	251.7939461	0.01162105	-48.14231274
86.5	1668	3	2	34	1	0	9.300537619	4.422542711	40.84115571	117.4129567	114.9099948	119.9159187	58.96146999	175.8644434	0.000996748	-30.91295672
114	1698	3	2	15	1	0	10.67707825	4.848807586	41.20679556	119.7478803	117.2266307	122.26913	61.29560766	178.200153	3.49676E-05	-5.74788034
181.5	1960	3	3	16	2	0	13.47219359	5.661856741	44.27188724	140.1395466	137.1621501	143.1169431	81.66582283	198.6132704	0.002528735	41.3604534
125.5	1720	3	2	20	1	0	11.20267825	5.006657798	41.47288271	121.4601577	118.9205541	123.9997613	63.00709043	179.9132249	1.75268E-05	4.03984234
170	2706	5	3	6	2	0	13.03840481	5.539658257	52.01922722	198.2013139	192.4765713	203.9260566	139.5235144	256.8791135	0.00440795	-28.20131391
82	1140	3	2	14	1	0	9.055385138	4.344481486	33.76388603	76.31830104	72.96915929	79.66744278	17.82447032	134.8121318	6.04622E-05	5.681698964
91	1384	3	2	33	1	0	9.539392014	4.497941445	37.20215048	95.30901313	92.59178858	98.02623769	36.84795951	153.7700668	2.28396E-05	-4.309013131
92.4	1280	4	2	24	1	0	9.612491873	4.520890523	35.77708764	87.21461125	84.26628969	90.16293282	28.74236073	145.6868618	3.89698E-05	5.185388746
119	2017	4	2	23	1	0	10.90871212	4.918684735	44.91102315	144.5759015	141.4428551	147.7089479	86.09404565	203.0577573	0.001071267	-25.57590148
72.5	1026	3	1	36	1	0	8.514693183	4.169775458	32.03123476	67.44559129	63.7149421	71.17624047	8.928677279	125.9625053	5.94648E-05	5.054408714
275	2402	4	3	8	1	0	16.58312395	6.502957234	49.01020302	174.5407546	170.0647991	179.0167101	115.9716018	233.1099074	0.033936541	100.4592454
143	2678	5	3	7	2	0	11.95826074	5.229321532	51.74939613	196.0220519	190.416065	201.6280388	137.3557194	254.6883844	0.014929912	-53.02205187
74	1376	3	2	5	1	0	8.602325267	4.198336454	37.09447398	94.68636683	91.95380387	97.4189298	36.22459828	153.1481354	0.000532367	-20.68636683
115	1330	2	1	46	1	0	10.7238053	4.862944131	36.46916506	91.10615062	88.27720503	93.93509621	32.63979778	149.5725035	0.000761484	23.89384938
240	3047	4	3	9	2	0	15.49193339	6.214465012	55.19963768	224.7416124	217.5328981	231.9503266	165.9004954	283.5827293	0.002069516	15.25838763
260	2242	4	3	5	2	0	16.1245155	6.382504299	47.34976241	162.0878286	158.2167842	165.958873	103.5617962	220.613861	0.024041041	97.91217139
119.95	1475	3	2	8	1	0	10.95216874	4.931738995	38.40572874	102.3916148	99.81608983	104.9671397	43.93697586	160.8462537	0.000340557	17.55838523
127	1803	3	2	6	1	0	11.26942767	5.026525695	42.46174749	127.920113	125.2754325	130.5647935	69.46238625	186.3778398	9.86E-07	-0.920113
103	1519	3	2	19	1	0	10.14889157	4.687548148	38.97435054	105.8161694	103.2857265	108.3466123	47.36349948	164.2688394	8.46E-06	-2.81616941
129.95	1479	3	2	9	1	0	11.3995614	5.065147475	38.45776905	102.7029379	100.1321724	105.2737034	44.24850852	161.1573673	0.000817048	27.24706208
220	2426	4	3	3	1	0	14.83239697	6.036810737	49.25444142	176.4086935	171.8381337	180.9792533	117.8322349	234.985152	0.006666135	43.59130653
127	1708	3	2	34	1	0	11.26942767	5.026525695	41.32795664	120.5261882	117.9971082	123.0552682	62.07357726	178.9787992	4.46349E-05	6.47381179
73.5	1062	3	1	40	1	0	8.5732141	4.188859364	32.58834147	70.24749963	66.64164467	73.85335459	11.73840912	128.7565901	2.29915E-05	3.252500372
208	2940	4	3	21	1	0	14.4222051	5.924992137	54.22176685	216.4137181	209.6768862	223.1505501	157.6285467	275.1988896	0.000547423	-8.41371813
139	1984	4	3	15	2	0	11.78982612	5.180101467	44.5421149	142.0074855	138.966484	145.048487	83.53048855	200.4844824	1.39507E-05	-3.0074855
157	2184	3	3	25	1	0	12.52996409	5.394690712	46.73328578	157.573643	153.9080506	161.2392354	99.06084051	216.0864454	7.39E-07	-0.57364295
59.3	954	3	2	12	1	0	7.700649323	3.899583563	30.88689042	61.8417746	57.85150815	65.83204106	3.307735719	120.3758135	1.72243E-05	-2.541774602
81.5	1040	3	2	4	1	0	9.027735043	4.33563323	32.24903099	68.53522231	64.85353417	72.21691045	10.02140933	127.0490353	0.000380962	12.96477769
74.95	1110	3	2	13	1	0	8.657366805	4.216225971	33.3166625	73.98337742	70.53789469	77.42886014	15.4839515	132.4828033	1.85E-06	0.966622583
78	1478	3	2	35	1	0	8.831760866	4.272658682	38.44476557	102.6251071	100.053164	105.1970503	44.17062593	161.0795883	0.000667981	-24.62510713
75	1100	3	1	40	1	0	8.660254038	4.217163327	33.1662479	73.20506955	69.72678405	76.68335504	14.70370245	131.7064366	6.51E-06	1.794930455
460	3582	4	4	2	2	0	21.44761059	7.719442629	59.84981203	266.3810836	256.7619894	276.0001778	207.1963013	325.5658659	0.607930956	193.6189164
60	1196	3	1	35	1	0	7.745966692	3.914867641	34.58323293	80.67682512	77.49842801	83.85522223	22.19252219	139.1611281	0.000720708	-20.67682512
295	3298	5	3	28	2	0	17.17556404	6.656930232	57.42821606	244.27714	235.9461176	252.6081624	185.2880103	303.2662696	0.030864721	50.72286002
73.5	1366	3	2	22	1	0	8.5732141	4.188859364	36.95943723	93.90805896	91.15571405	96.66040388	35.44536244	152.3707555	0.000525702	-20.40805896
428	3760	4	4	1	2	0	20.68816087	7.536122043	61.31883887	280.2349637	269.8017527	290.6681747	220.9124269	339.5575005	0.420682128	147.7650363
164	2392	4	2	66	2	0	12.80624848	5.473703675	48.90807704	173.7624467	169.3256508	178.1992427	115.1962735	232.3286199	0.000314835	-9.7624467
88	1458	3	2	16	1	0	9.38083152	4.447960181	38.18376618	101.0684914	98.47130326	103.6656795	42.61289399	159.5240888	0.000191856	-13.06849139
185	2175	3	2	11	1	0	13.60147051	5.698019215	46.63689527	156.8731659	153.2386452	160.5076866	98.36230173	215.38403	0.001747051	28.12683413
77	1154	3	2	15	1	0	8.774964387	4.254320865	33.9705755	77.40793206	74.10263259	80.71323153	18.91659521	135.8992689	3.04E-07	-0.407932057
107	1421	3	2	44	1	0	10.34408043	4.747459399	37.69615365	98.18875226	95.53661652	100.840888	39.73068776	156.6468168	9.09616E-05	8.81124774
60	1199	2	1	48	1	0	7.745966692	3.914867641	34.62657939	80.91031749	77.74070441	84.07993056	22.42649127	139.3941437	0.000732985	-20.91031749
84	1104	3	1	45	1	0	9.16515139	4.37951914	33.22649545	73.51639269	70.05126826	76.98151713	15.01580664	132.0169788	0.000220456	10.48360731
75	1040	3	2	6	1	0	8.660254038	4.217163327	32.24903099	68.53522231	64.85353417	72.21691045	10.02140933	127.0490353	9.47238E-05	6.464777692
72	965	2	2	88	1	0	8.485281374	4.160167646	31.06444913	62.69791326	58.74809997	66.64772656	4.166618157	121.2292084	0.000225993	9.302086738
155	1868	4	2	40	1	0	12.4498996	5.371685355	43.22036557	132.9791142	130.2158848	135.7423435	74.51590422	191.4423241	0.000616949	22.02088583
115	1910	4	2	19	1	0	10.7238053	4.862944131	43.70354677	136.2480072	133.3932066	139.1028078	77.78039767	194.7156168	0.000613288	-21.24800724
159	1885	4	2	1	1	0	12.60952021	5.417501515	43.41658669	134.3022376	131.5032752	137.1011999	75.83732781	192.7671473	0.000796353	24.69776244
82	1059	3	2	15	1	0	9.055385138	4.344481486	32.54228019	70.01400727	66.3978935	73.63012104	11.50428363	128.5237309	0.000314028	11.98599273
257.5	2148	4	3	8	1	0	16.04680654	6.361981635	46.34652091	154.7717346	151.2290052	158.3144641	96.26650054	213.2769687	0.022133853	102.7282654
67	1248	2	1	71	1	0	8.185352772	4.0615481	35.32704347	84.72402606	81.69211371	87.75593841	26.24750108	143.200551	0.000481616	-17.72402606
444	4278	6	4	11	1	0	21.07130751	7.628883626	65.4064217	320.5513115	307.7295448	333.3730782	260.7624398	380.3401832	0.458755646	123.4486885
89.25	1146	2	1	40	1	0	9.447221814	4.46892166	33.85262176	76.78528576	73.45502357	80.11554795	18.29253298	135.2780385	0.000287706	12.46471424
105	1666	3	2	14	1	0	10.24695077	4.71769398	40.81666326	117.2572951	114.7552719	119.7593184	58.80584861	175.7087417	0.000156591	-12.25729514
92	1126	3	1	41	1	0	9.591663047	4.514357436	33.55592347	75.22867001	71.83496461	78.62237542	16.73227083	133.7250692	0.000541029	16.77132999
119	1894	4	3	3	2	0	10.90871212	4.918684735	43.52011029	135.0027146	132.1840926	137.8213367	76.5368604	193.4685689	0.000339067	-16.00271464
124	1983	4	2	44	1	0	11.13552873	4.986630952	44.53088816	141.9296547	138.8913612	144.9679482	83.45279853	200.4065109	0.000494944	-17.92965471
70	1300	3	2	54	1	0	8.366600265	4.1212853	36.05551276	88.771227	85.87237283	91.67008117	30.30144987	147.2410041	0.000493605	-18.771227
76	1001	3	1	41	1	0	8.717797887	4.235823584	31.63858404	65.4998216	61.68045698	69.31918623	6.977184721	124.0224585	0.00026909	10.5001784
155	2163	4	3	16	2	0	12.4498996	5.371685355	46.50806382	155.9391964	152.3457408	159.5326521	97.43086876	214.4475241	1.90E-06	-0.93919642
300	1861	2	2	7	2	0	17.32050808	6.694329501	43.13930922	132.4342987	129.6852366	135.1833608	73.9717566	190.8968407	0.035356145	167.5657013
102	1635	4	3	4	2	0	10.09950494	4.672328728	40.43513324	114.8445407	112.3525329	117.3365486	56.39352206	173.2955594	0.000170576	-12.84454074
84	1452	3	2	62	1	0	9.16515139	4.37951914	38.10511777	100.6015067	97.99612517	103.2068882	42.14554466	159.0574687	0.000311578	-16.60150667
73	1200	3	2	10	1	0	8.544003745	4.179339196	34.64101615	80.98814827	77.82145455	84.154842	22.5044802	139.4718163	0.000106773	-7.988148272
107	2315	4	4	86	2	0	10.34408043	4.747459399	48.1144469	167.7694761	163.6285734	171.9103787	109.2249754	226.3139767	0.01061055	-60.76947608
222.5	2426	4	3	3	2	0	14.91643389	6.059591371	49.25444142	176.4086935	171.8381337	180.9792533	117.8322349	234.985152	0.007452678	46.09130653
282.5	2552	3	3	7	1	0	16.80773631	6.561545591	50.51732376	186.2153727	181.1355522	191.2951932	127.5969792	244.8337662	0.040290857	96.28462733
88	1440	3	2	12	1	0	9.38083152	4.447960181	37.94733192	99.66753722	97.04492746	102.290147	41.21080481	158.1242696	0.000155947	-11.66753722
75	1200	3	1	0	1	0	8.660254038	4.217163327	34.64101615	80.98814827	77.82145455	84.154842	22.5044802	139.4718163	6.00003E-05	-5.988148272
164	2125	4	2	21	1	0	12.80624848	5.473703675	46.09772229	152.9816265	149.5153078	156.4479452	94.48096969	211.4822833	0.000243689	11.0183735
145	1948	4	2	6	1	0	12.04159458	5.253587873	44.13615298	139.2055772	136.2588634	142.1522909	80.73340767	197.6777466	4.86082E-05	5.79442285
186	1672	2	2	13	1	0	13.6381817	5.708267473	40.8900966	117.7242799	115.2193346	120.2292251	59.27270818	176.1758516	0.004869981	68.27572013
106	1106	2	1	31	1	0	10.29563014	4.732623491	33.2565783	73.67205427	70.21349046	77.13061808	15.17185645	132.1722521	0.002088326	32.32794573
97.5	1460	3	1	47	1	0	9.874208829	4.602582041	38.20994635	101.224153	98.62963296	103.818673	42.76867405	159.6796319	1.55483E-05	-3.72415296
176	2250	4	3	8	2	0	13.26649916	5.604078661	47.4341649	162.7104749	158.8104323	166.6105175	104.1825174	221.2384325	0.000449613	13.28952509
59.6	1394	2	1	48	1	0	7.720103626	3.906148531	37.33630941	96.087321	93.38864841	98.7859936	37.62712672	154.5475153	0.00161525	-36.487321
155	1800	5	2	1	1	0	12.4498996	5.371685355	42.42640687	127.6866206	125.0466785	130.3265627	69.22910807	186.1441332	0.000865995	27.31337936
157.5	2456	4	3	6	2	0	12.5499004	5.400411491	49.55804677	178.7436171	174.0536345	183.4335997	120.1577193	237.3295149	0.001668086	-21.24361709
82.5	1180	3	2	28	1	0	9.082951062	4.353293846	34.35112808	79.43153253	76.20564053	82.65742452	20.9446292	137.9184359	1.63529E-05	3.068467473
115	1640	3	2	18	1	0	10.7238053	4.862944131	40.49691346	115.2336947	112.7406499	117.7267394	56.78263178	173.6847576	5.65E-08	-0.23369467
64.5	785	2	1	58	1	0	8.031189202	4.010389657	28.01785145	48.68837155	44.04775716	53.32898595	-9.893594816	107.2703379	0.000904493	15.81162845
67	990	2	2	70	1	0	8.185352772	4.0615481	31.46426545	64.64368294	60.78478559	68.5025803	6.118452741	123.1689132	1.38355E-05	2.356317056
84.95	1390	4	2	50	1	0	9.216832428	4.39596738	37.28270377	95.77599785	93.06998809	98.48200762	37.31546441	154.2365313	0.000142975	-10.82599785
145	1839	4	2	53	2	0	12.04159458	5.253587873	42.88356329	130.7220213	128.015339	133.4287037	72.26145676	189.1825859	0.000248814	14.27797866
89.95	1385	3	2	7	1	0	9.484197383	4.480574703	37.21558813	95.38684392	92.67150581	98.10218203	36.92587794	153.8478099	3.63095E-05	-5.436843918
100	1094	3	2	10	1	0	10	4.641588834	33.07567082	72.73808482	69.23995936	76.23621028	14.23553476	131.2406349	0.001519513	27.26191518
132.5	1420	3	2	33	1	0	11.51086443	5.098064112	37.68288736	98.11092147	95.45715681	100.7646861	39.65278304	156.5690599	0.001387267	34.38907853
106.2	1477	3	1	56	1	0	10.30533842	4.735598114	38.4317577	102.5472764	99.97414737	105.1204053	44.09274295	161.0018097	0.000014711	3.65272365
112	1519	3	2	20	1	0	10.58300524	4.820284528	38.97435054	105.8161694	103.2857265	108.3466123	47.36349948	164.2688394	4.07699E-05	6.18383059
161	1532	3	2	31	1	0	12.68857754	5.440121825	39.14077158	106.8279697	104.3077211	109.3482182	48.37574014	165.2801992	0.003103522	54.17203035
124	2224	4	3	15	2	0	11.13552873	4.986630952	47.15930449	160.6868744	156.8805129	164.493236	102.1650847	219.2086641	0.003262406	-36.68687444
103	1400	2	2	7	1	0	10.14889157	4.687548148	37.41657387	96.55430573	93.86642758	99.24218388	38.09460875	155.0140027	5.00034E-05	6.445694273
238	2500	3	5	47	2	0	15.42724862	6.197154435	50	182.1681717	177.3008779	187.0354655	123.5678131	240.7685304	0.012422023	55.83182827
70	1384	3	1	35	1	0	8.366600265	4.1212853	37.20215048	95.30901313	92.59178858	98.02623769	36.84795951	153.7700668	0.000787921	-25.30901313
